"Kod";"Nazwa";"Okresy";"Rodzaje transakcji";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2464000;"Powiat m. Częstochowa";"2 kwartał";"ogółem";"2018";161;"szt.";"";
2464000;"Powiat m. Częstochowa";"2 kwartał";"ogółem";"2019";293;"szt.";"";
2464000;"Powiat m. Częstochowa";"2 kwartał";"ogółem";"2020";213;"szt.";"";
2464000;"Powiat m. Częstochowa";"2 kwartał";"ogółem";"2021";354;"szt.";"";
2464000;"Powiat m. Częstochowa";"2 kwartał";"ogółem";"2022";332;"szt.";"";
2464000;"Powiat m. Częstochowa";"2 kwartał";"ogółem";"2023";481;"szt.";"";
2464000;"Powiat m. Częstochowa";"2 kwartał";"ogółem";"2024";470;"szt.";"";
2464000;"Powiat m. Częstochowa";"2 kwartał";"ogółem";"2025";;"szt.";"n";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2010";177;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2011";169;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2012";123;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2013";165;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2014";176;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2015";206;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2016";158;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2017";192;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2018";284;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2019";306;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2020";346;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2021";300;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2022";308;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2023";304;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2024";356;"szt.";"";
2464000;"Powiat m. Częstochowa";"3 kwartał";"ogółem";"2025";;"szt.";"n";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2010";184;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2011";158;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2012";165;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2013";195;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2014";205;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2015";150;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2016";213;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2017";272;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2018";360;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2019";281;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2020";346;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2021";366;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2022";387;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2023";0;"szt.";"x";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2024";475;"szt.";"";
2464000;"Powiat m. Częstochowa";"4 kwartał";"ogółem";"2025";;"szt.";"n";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2010";158;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2011";87;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2012";95;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2013";136;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2014";89;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2015";132;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2016";131;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2017";116;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2018";70;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2019";63;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2020";110;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2021";179;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2022";177;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2023";0;"szt.";"x";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2024";191;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"1 kwartał";"ogółem";"2025";;"szt.";"n";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2010";149;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2011";148;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2012";88;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2013";167;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2014";71;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2015";129;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2016";114;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2017";93;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2018";100;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2019";118;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2020";106;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2021";193;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2022";179;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2023";0;"szt.";"x";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2024";0;"szt.";"x";
2465000;"Powiat m. Dąbrowa Górnicza";"2 kwartał";"ogółem";"2025";;"szt.";"n";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2010";24;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2011";153;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2012";88;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2013";80;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2014";95;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2015";104;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2016";103;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2017";84;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2018";77;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2019";129;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2020";94;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2021";189;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2022";99;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2023";155;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2024";204;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"3 kwartał";"ogółem";"2025";;"szt.";"n";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2010";74;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2011";95;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2012";97;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2013";90;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2014";65;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2015";113;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2016";116;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2017";77;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2018";46;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2019";44;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2020";165;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2021";149;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2022";104;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2023";259;"szt.";"";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2024";0;"szt.";"x";
2465000;"Powiat m. Dąbrowa Górnicza";"4 kwartał";"ogółem";"2025";;"szt.";"n";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2010";317;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2011";288;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2012";268;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2013";310;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2014";403;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2015";338;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2016";362;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2017";367;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2018";391;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2019";378;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2020";503;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2021";562;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2022";425;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2023";690;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2024";733;"szt.";"";
2466000;"Powiat m. Gliwice";"1 kwartał";"ogółem";"2025";;"szt.";"n";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2010";376;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2011";369;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2012";265;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2013";280;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2014";290;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2015";319;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2016";391;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2017";362;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2018";457;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2019";392;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2020";359;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2021";531;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2022";628;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2023";560;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2024";421;"szt.";"";
2466000;"Powiat m. Gliwice";"2 kwartał";"ogółem";"2025";;"szt.";"n";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2010";327;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2011";370;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2012";257;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2013";320;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2014";278;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2015";282;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2016";348;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2017";364;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2018";433;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2019";441;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2020";622;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2021";646;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2022";386;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2023";435;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2024";436;"szt.";"";
2466000;"Powiat m. Gliwice";"3 kwartał";"ogółem";"2025";;"szt.";"n";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2010";300;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2011";352;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2012";320;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2013";413;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2014";317;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2015";298;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2016";396;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2017";345;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2018";638;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2019";412;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2020";375;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2021";591;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2022";547;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2023";500;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2024";434;"szt.";"";
2466000;"Powiat m. Gliwice";"4 kwartał";"ogółem";"2025";;"szt.";"n";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2010";25;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2011";7;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2012";3;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2013";0;"szt.";"x";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2014";29;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2015";40;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2016";36;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2017";37;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2018";75;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2019";69;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2020";84;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2021";44;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2022";75;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2023";65;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2024";0;"szt.";"x";
2467000;"Powiat m. Jastrzębie-Zdrój";"1 kwartał";"ogółem";"2025";;"szt.";"n";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2010";16;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2011";3;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2012";4;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2013";0;"szt.";"x";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2014";28;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2015";36;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2016";26;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2017";31;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2018";53;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2019";75;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2020";52;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2021";74;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2022";98;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2023";0;"szt.";"x";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2024";0;"szt.";"x";
2467000;"Powiat m. Jastrzębie-Zdrój";"2 kwartał";"ogółem";"2025";;"szt.";"n";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2010";7;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2011";5;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2012";6;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2013";36;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2014";25;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2015";33;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2016";36;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2017";35;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2018";68;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2019";50;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2020";57;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2021";81;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2022";47;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2023";0;"szt.";"x";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2024";0;"szt.";"x";
2467000;"Powiat m. Jastrzębie-Zdrój";"3 kwartał";"ogółem";"2025";;"szt.";"n";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2010";7;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2011";4;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2012";5;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2013";32;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2014";29;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2015";24;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2016";31;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2017";41;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2018";58;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2019";48;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2020";47;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2021";80;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2022";61;"szt.";"";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2023";0;"szt.";"x";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2024";0;"szt.";"x";
2467000;"Powiat m. Jastrzębie-Zdrój";"4 kwartał";"ogółem";"2025";;"szt.";"n";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2010";74;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2011";97;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2012";184;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2013";125;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2014";100;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2015";137;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2016";104;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2017";138;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2018";124;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2019";154;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2020";122;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2021";131;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2022";115;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2023";92;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2024";143;"szt.";"";
2468000;"Powiat m. Jaworzno";"1 kwartał";"ogółem";"2025";;"szt.";"n";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2010";65;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2011";161;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2012";83;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2013";75;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2014";102;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2015";74;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2016";86;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2017";91;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2018";77;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2019";230;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2020";62;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2021";118;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2022";89;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2023";84;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2024";126;"szt.";"";
2468000;"Powiat m. Jaworzno";"2 kwartał";"ogółem";"2025";;"szt.";"n";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2010";79;"szt.";"";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2011";73;"szt.";"";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2012";79;"szt.";"";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2013";76;"szt.";"";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2014";84;"szt.";"";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2015";91;"szt.";"";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2016";115;"szt.";"";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2017";72;"szt.";"";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2018";61;"szt.";"";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2019";124;"szt.";"";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2020";74;"szt.";"";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2021";123;"szt.";"";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2022";84;"szt.";"";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2023";0;"szt.";"x";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2024";0;"szt.";"x";
2468000;"Powiat m. Jaworzno";"3 kwartał";"ogółem";"2025";;"szt.";"n";
2468000;"Powiat m. Jaworzno";"4 kwartał";"ogółem";"2010";153;"szt.";"";
2468000;"Powiat m. Jaworzno";"4 kwartał";"ogółem";"2011";75;"szt.";"";
2468000;"Powiat m. Jaworzno";"4 kwartał";"ogółem";"2012";118;"szt.";"";
2468000;"Powiat m. Jaworzno";"4 kwartał";"ogółem";"2013";80;"szt.";"";
2468000;"Powiat m. Jaworzno";"4 kwartał";"ogółem";"2014";68;"szt.";"";
2468000;"Powiat m. Jaworzno";"4 kwartał";"ogółem";"2015";113;"szt.";"";
