"Kod";"Nazwa";"Okresy";"Rodzaje transakcji";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem";"2017";1695;"szt.";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem";"2018";3028;"szt.";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem";"2019";2968;"szt.";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem";"2020";3855;"szt.";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem";"2021";4823;"szt.";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem";"2022";5171;"szt.";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem";"2023";6737;"szt.";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem";"2024";5054;"szt.";"";
1200000;"MAŁOPOLSKIE";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2010";36;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2011";25;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2012";23;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2013";24;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2014";37;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2015";31;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2016";36;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2017";33;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2018";29;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2019";30;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2020";47;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2021";35;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2022";92;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2023";48;"szt.";"";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2024";0;"szt.";"x";
1201000;"Powiat bocheński";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2010";16;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2011";29;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2012";19;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2013";29;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2014";31;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2015";30;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2016";33;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2017";39;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2018";29;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2019";31;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2020";52;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2021";47;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2022";94;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2023";90;"szt.";"";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2024";0;"szt.";"x";
1201000;"Powiat bocheński";"2 kwartał";"ogółem";"2025";;"szt.";"n";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2010";40;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2011";22;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2012";25;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2013";26;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2014";33;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2015";52;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2016";28;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2017";36;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2018";21;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2019";31;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2020";41;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2021";42;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2022";55;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2023";32;"szt.";"";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2024";0;"szt.";"x";
1201000;"Powiat bocheński";"3 kwartał";"ogółem";"2025";;"szt.";"n";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2010";51;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2011";33;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2012";20;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2013";25;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2014";28;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2015";32;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2016";24;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2017";43;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2018";19;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2019";26;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2020";60;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2021";46;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2022";104;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2023";36;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2024";76;"szt.";"";
1201000;"Powiat bocheński";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2010";15;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2011";0;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2012";3;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2013";6;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2014";6;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2015";9;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2016";5;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2017";15;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2018";16;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2019";20;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2020";4;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2021";13;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2022";5;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2023";0;"szt.";"x";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2024";39;"szt.";"";
1202000;"Powiat brzeski";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2010";7;"szt.";"";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2011";5;"szt.";"";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2012";0;"szt.";"x";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2013";3;"szt.";"";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2014";0;"szt.";"x";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2015";9;"szt.";"";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2016";10;"szt.";"";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2017";6;"szt.";"";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2018";12;"szt.";"";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2019";10;"szt.";"";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2020";22;"szt.";"";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2021";7;"szt.";"";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2022";8;"szt.";"";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2023";0;"szt.";"x";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2024";0;"szt.";"x";
1202000;"Powiat brzeski";"2 kwartał";"ogółem";"2025";;"szt.";"n";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2010";5;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2011";5;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2012";8;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2013";3;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2014";8;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2015";15;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2016";8;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2017";19;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2018";24;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2019";6;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2020";9;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2021";9;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2022";36;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2023";18;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2024";44;"szt.";"";
1202000;"Powiat brzeski";"3 kwartał";"ogółem";"2025";;"szt.";"n";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2010";7;"szt.";"";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2011";5;"szt.";"";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2012";4;"szt.";"";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2013";4;"szt.";"";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2014";11;"szt.";"";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2015";9;"szt.";"";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2016";12;"szt.";"";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2017";21;"szt.";"";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2018";16;"szt.";"";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2019";10;"szt.";"";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2020";7;"szt.";"";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2021";12;"szt.";"";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2022";26;"szt.";"";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2023";0;"szt.";"x";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2024";0;"szt.";"x";
1202000;"Powiat brzeski";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2010";10;"szt.";"";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2011";29;"szt.";"";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2012";24;"szt.";"";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2013";48;"szt.";"";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2014";57;"szt.";"";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2015";55;"szt.";"";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2016";73;"szt.";"";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2017";89;"szt.";"";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2018";96;"szt.";"";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2019";92;"szt.";"";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2020";76;"szt.";"";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2021";131;"szt.";"";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2022";90;"szt.";"";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2023";0;"szt.";"x";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2024";0;"szt.";"x";
1203000;"Powiat chrzanowski";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2010";9;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2011";3;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2012";41;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2013";38;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2014";30;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2015";54;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2016";83;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2017";83;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2018";83;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2019";96;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2020";46;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2021";79;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2022";111;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2023";65;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2024";168;"szt.";"";
1203000;"Powiat chrzanowski";"2 kwartał";"ogółem";"2025";;"szt.";"n";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2010";5;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2011";18;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2012";16;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2013";28;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2014";52;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2015";55;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2016";84;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2017";83;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2018";87;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2019";59;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2020";75;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2021";83;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2022";103;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2023";64;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2024";134;"szt.";"";
1203000;"Powiat chrzanowski";"3 kwartał";"ogółem";"2025";;"szt.";"n";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2010";4;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2011";8;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2012";25;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2013";47;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2014";73;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2015";48;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2016";60;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2017";77;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2018";90;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2019";29;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2020";48;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2021";84;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2022";64;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2023";112;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2024";96;"szt.";"";
1203000;"Powiat chrzanowski";"4 kwartał";"ogółem";"2025";;"szt.";"n";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2010";5;"szt.";"";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2011";0;"szt.";"x";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2012";0;"szt.";"x";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2013";0;"szt.";"x";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2014";3;"szt.";"";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2015";4;"szt.";"";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2016";15;"szt.";"";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2017";7;"szt.";"";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2018";5;"szt.";"";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2019";8;"szt.";"";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2020";8;"szt.";"";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2021";36;"szt.";"";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2022";7;"szt.";"";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2023";0;"szt.";"x";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2024";0;"szt.";"x";
1204000;"Powiat dąbrowski";"1 kwartał";"ogółem";"2025";;"szt.";"n";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2010";0;"szt.";"x";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2011";3;"szt.";"";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2012";0;"szt.";"x";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2013";4;"szt.";"";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2014";0;"szt.";"x";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2015";4;"szt.";"";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2016";7;"szt.";"";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2017";6;"szt.";"";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2018";9;"szt.";"";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2019";8;"szt.";"";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2020";3;"szt.";"";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2021";7;"szt.";"";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2022";61;"szt.";"";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2023";20;"szt.";"";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2024";0;"szt.";"x";
1204000;"Powiat dąbrowski";"2 kwartał";"ogółem";"2025";;"szt.";"n";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2010";0;"szt.";"x";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2011";0;"szt.";"x";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2012";3;"szt.";"";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2013";6;"szt.";"";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2014";0;"szt.";"x";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2015";4;"szt.";"";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2016";3;"szt.";"";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2017";3;"szt.";"";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2018";4;"szt.";"";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2019";3;"szt.";"";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2020";5;"szt.";"";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2021";9;"szt.";"";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2022";41;"szt.";"";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2023";0;"szt.";"x";
1204000;"Powiat dąbrowski";"3 kwartał";"ogółem";"2024";0;"szt.";"x";
